M74[6]	M74[7]	M74[8]	M74[9]	M74[10]	M74[11]	M74[12]	M74[13]	M74[14]	M74[15]	M74[16]	M74[17]	M74[18]	M74[19]	M74[20]	M74[21]	M74[22]	M74[23]	M74[24]	M74[25]	M74[26]	M74[27]	M74[28]	M74[29]	M74[30]	M74[31]	M74[32]	M74[33]	M74[34]	M74[35]	M74[36]	M74[37]
0.866438	0.588074	0.4055	0.426408	0.0324272	0.0137505	0.179092	0.0243488	0.170348	0.354938	0.00950666	0.00219355	0.0227867	0.0311785	0.0596614	0.00577286	0.0747767	0.0425259	0.0285581	0.0584421	0.0379245	0.0263425	8.41E-05	0.189688	0.0566743	0.0551329	0.0233472	0.0115636	0.0202365	0.0424889	0.0238702	0.0238702
0.689264	0.718849	0.460746	0.424604	0.274447	0.0185483	0.410959	0.190713	0.351045	0.216205	0.0143904	0.0161806	0.184131	0.0165859	0.120587	0.198905	0.0153642	0.0159321	0.0101913	0.00849571	0.0109716	0.00880909	0.00517593	0.0675916	0.127059	0.124455	0.0423157	0.0170406	0.0193622	0.000363216	0.101452	0.101452
0.777501	0.684844	0.580121	0.732428	0.0788849	0.0708609	0.35801	0.305546	0.107388	0.0579335	0.00586706	0.00534285	0.0506675	0.0843226	0.186392	0.0430895	0.0661148	0.139796	0.00999167	0.000853519	0.0626346	0.101338	0.0321978	0.169905	0.319118	0.0446772	0.00481394	0.0441512	0.0145925	0.000555909	0.00616711	0.00616711
0.935839	0.60132	0.212788	0.414876	0.2369	0.0781796	0.173145	0.325027	0.271772	0.45705	0.0252505	0.00330223	0.0014379	0.0614343	0.0231139	0.0201157	0.0583167	0.0162995	0.0938189	0.0381475	0.0201301	0.0414939	0.0319495	0.0198659	0.238872	0.197409	0.00689372	0.0142175	0.00316364	0.0608082	0.0877632	0.0877632
0.558313	0.615834	0.398476	0.659635	0.176434	0.0529374	0.239688	0.121583	0.260742	0.147346	0.00633252	0.0110897	0.00761244	0.0775252	0.216666	0.130065	0.0222748	0.162869	0.0171066	0.000737195	0.0903651	0.00917125	0.0107651	0.0949128	0.108357	0.17643	0.00421707	0.0275969	0.359284	0.0116488	0.00171814	0.00171814
0.539055	0.421775	0.503134	0.366846	0.444458	0.0188321	0.604199	0.0542555	0.0998452	0.133612	0.0586326	0.0290362	0.000300323	0.0172768	0.216414	0.106511	0.0496521	0.0718467	0.0372931	0.0022144	0.101419	0.00141065	0.0594399	0.0941634	0.130833	0.121488	0.0773881	0.00038452	0.028009	0.0613711	0.0518615	0.0518615
0.689187	0.615138	0.489219	0.450255	0.543261	0.0530026	0.389543	0.227556	0.276547	0.190817	0.0229316	0.00951532	0.0252804	0.0858576	0.17293	0.0726844	0.0595323	0.0453052	0.0755114	8.74E-05	0.00159663	0.0359052	0.0109168	0.147794	0.128642	0.0542797	0.0412738	0.0319806	0.0311657	0.0268373	0.0517284	0.0517284
0.412274	0.549682	0.33284	0.36165	0.426518	0.0511194	0.205437	0.289258	0.0716463	0.117918	0.0698799	3.96E-05	0.00346964	0.0272013	0.0460474	0.0465947	0.0371458	0.0669604	0.0767802	7.28E-05	0.0381016	0.0384944	0.000543776	0.146737	0.0919271	0.0228678	0.141378	0.0275641	0.0713742	0.0476549	0.0217606	0.0217606
0.543112	0.286713	0.503709	0.199306	0.167996	0.0100169	0.507459	0.0527861	0.163509	0.298396	0.0597316	0.00992938	0.0287497	0.0918928	0.0300804	0.118081	0.120417	0.144386	0.0230976	0.00638775	0.171992	0.00332357	0.0128123	0.106545	0.308406	0.10742	0.0026832	0.0594739	0.0403453	0.0417502	0.0158045	0.0158045
0.706438	0.529679	0.559906	0.5378	0.15957	0.0355663	0.308924	0.344228	0.138909	0.121546	0.0148643	0.0139611	0.0173562	0.0035545	0.135959	0.106246	0.0234754	0.0952169	0.0275979	0.0166454	0.031468	0.0142729	0.0051061	0.0815788	0.155311	0.0351899	0.00125591	0.0486949	0.00490439	0.023798	0.0101321	0.0101321
0.659851	0.554197	0.387564	0.413049	0.283451	0.0188915	0.431811	0.167888	0.207009	0.235489	0.00434263	0.00375335	0.0130051	0.0231444	0.0893233	0.083447	0.0543075	0.115133	0.142874	0.0661751	0.00298172	0.143465	0.0588033	0.245772	0.0921125	0.0763617	0.0194673	0.00815641	0.130717	0.16039	0.0101349	0.0101349
0.640536	0.632651	0.586469	0.444679	0.270955	0.00988974	0.405003	0.228243	0.210165	0.18758	0.00742054	0.0306108	0.04447	0.03783	0.125852	0.0531872	0.0264582	0.0793556	0.0923833	0.00471875	0.0265189	0.194358	0.0349947	0.0295863	0.189577	0.0671776	0.0246708	0.0457786	0.000828437	0.0437754	0.000112892	0.000112892
0.567753	0.818082	0.423001	0.477019	0.190148	0.0539148	0.110359	0.124004	0.154356	0.388095	0.030691	0.00846977	0.0342699	0.0337453	0.0858291	0.0700513	0.135777	0.00802522	0.0909248	0.0127824	0.00143477	0.0160013	0.00119786	0.0667979	0.332391	0.0119136	0.0164607	0.0441772	0.0627944	0.0188162	0.112861	0.112861
0.572968	0.523219	0.651743	0.579671	0.180028	0.0708735	0.471413	0.0640041	0.115837	0.31819	0.0165429	0.0525425	0.0284956	0.0928568	0.0714291	0.146538	0.108789	0.0386888	0.0502778	0.00121779	0.0723997	0.277871	0.00787885	0.0919382	0.107844	0.0730224	0.0196154	0.227551	0.000266172	0.00591289	0.00158901	0.00158901
0.74302	0.432557	0.465628	0.222462	0.205262	0.0810076	0.424714	0.0701376	0.503277	0.299755	0.00337068	0.00430494	0.000695867	0.057858	0.126642	0.0224593	0.0162713	0.263952	0.0164486	0.00280604	0.0218759	0.295811	0.0222534	0.252229	0.331757	0.097467	0.00130972	0.00466309	0.00795661	0.130789	0.0046304	0.0046304
0.383813	0.130548	0.408439	0.382028	0.141486	0.0170658	0.304914	0.259835	0.201773	0.146161	0.00947465	0.0656602	0.0167489	0.10095	0.119916	0.0776381	0.133227	0.0942513	0.0338507	0.000377758	0.000845666	0.0312471	0.0316503	0.0890221	0.0594973	0.0115234	0.046945	8.03E-05	0.060035	0.00390927	0.00626835	0.00626835
0.732293	0.357527	0.506855	0.384449	0.257946	0.0162552	0.220178	0.182714	0.186564	0.293844	0.00877259	0.0730123	0.0306367	0.0822113	0.0382726	0.00773126	0.0829256	0.276073	0.0122916	0.0649031	0.0813037	0.00618921	0.000734599	0.107366	0.241428	0.085317	0.0477736	0.001172	0.0496992	0.0276036	0.0462652	0.0462652
0.780444	0.668752	0.389049	0.541815	0.238439	0.0114944	0.258013	0.227637	0.160269	0.173884	0.00591341	0.00423302	0.0229514	0.00633356	0.204687	0.0438573	0.0489563	0.0889881	0.00312123	0.041067	0.0105535	0.0240412	0.000163559	0.163251	0.141411	0.15885	0.0583197	0.00883242	0.00435038	0.000903947	0.0106227	0.0106227
0.592979	0.625917	0.571165	0.223078	0.0965304	0.0870844	0.349641	0.137963	0.132356	0.187736	0.0298167	0.00659955	0.00178151	0.0123474	0.165841	0.00779104	0.0729582	0.00586227	0.155922	0.0410679	0.0014821	0.0258077	0.0054883	0.0882657	0.13587	0.0770376	0.00197809	0.0646735	0.000889554	0.0984778	0.122612	0.122612
0.464591	0.424829	0.573836	0.375409	0.469794	0.0186453	0.16342	0.0451289	0.0715994	0.314812	0.0321387	0.00900143	0.0134406	0.0432205	0.0199727	0.0675301	0.0338284	0.313328	0.0163105	0.0110347	0.00931535	0.0900853	0.0796439	0.110201	0.110543	0.0745927	0.0012283	0.0041724	0.0557375	0.0288771	0.0805763	0.0805763
0.547026	0.48819	0.345688	0.555007	0.293154	0.0362403	0.204463	0.28405	0.144807	0.389184	0.00248376	0.015044	0.00511273	0.0820811	0.0592997	0.0306921	0.154989	0.178858	0.0931565	0.00213158	0.00730514	0.00440897	0.0112746	0.0728465	0.185536	0.0413221	0.0353267	0.0253204	0.0620565	0.0109576	0.00699799	0.00699799
0.552379	0.450133	0.454458	0.268132	0.317283	0.0360401	0.453901	0.203309	0.157825	0.338325	0.00152502	0.0167622	0.0207806	0.0535302	0.0896045	0.0577496	0.00996675	0.114187	0.128325	0.00141282	0.00555817	0.00964565	0.024809	0.0387187	0.129026	0.0447585	0.109088	0.00252053	0.0357736	0.0932873	0.0327932	0.0327932
0.859676	0.511274	0.368862	0.529143	0.17654	0.00393399	0.371893	0.20075	0.217426	0.0843614	0.0221411	0.0211078	0.0185945	0.0853169	0.167416	0.0806472	0.186425	0.107611	0.0660503	0.0229804	0.0321982	0.0165762	0.0141589	0.239464	0.0795939	0.170102	0.0362131	0.0302436	0.027324	0.027097	0.0202248	0.0202248
0.765042	0.486229	0.394695	0.332023	0.277349	0.0820195	0.34635	0.0596524	0.139911	0.404534	0.0174532	0.0106892	0.00732202	0.131843	0.0460819	0.0513139	0.102133	0.078315	0.0353514	0.0179377	0.0273016	0.146702	0.0385021	0.0643554	0.0350421	0.0768019	0.0289403	0.0247751	0.000141081	0.0238058	0.000148247	0.000148247
0.623467	0.7697	0.281843	0.425454	0.219608	0.084501	0.248316	0.0673884	0.343196	0.415908	0.0313287	0.000868493	0.101153	0.0697634	0.138269	0.12934	0.0834734	0.118076	0.0673686	0.0251835	0.00177023	0.0316489	0.0308607	0.295742	0.171808	0.0847216	0.0148806	0.000884741	0.114016	0.00870627	0.0191169	0.0191169
0.568288	0.757768	0.627443	0.425084	0.179031	0.0211709	0.408264	0.106558	0.259443	0.350084	0.00578921	0.0112827	0.0155585	0.0781617	0.0607776	0.121443	0.0400603	0.246813	0.0105835	0.0418323	0.000112478	0.000131897	0.128706	0.198893	0.117459	0.171496	0.0460417	0.0100893	0.0195319	0.00426041	0.00755437	0.00755437
0.590234	0.473022	0.399941	0.251523	0.196234	0.0803246	0.39283	0.082146	0.386018	0.220307	0.00041244	0.00343042	0.00635349	0.104337	0.0872444	0.103904	0.116077	0.181726	0.0997123	0.000531768	0.0768817	0.0163956	0.0080173	0.0263419	0.086933	0.0111829	0.00352937	0.00306302	0.000206794	0.0127034	0.000607159	0.000607159
0.461558	0.78041	0.411728	0.414045	0.240606	0.0151384	0.197508	0.0984842	0.298555	0.283332	0.00159496	0.014751	0.0036452	0.0718244	0.11201	0.0545805	0.000288201	0.111428	0.0382916	0.00645951	0.0208426	0.0562575	0.120235	0.167481	0.257961	0.078064	0.0324971	0.0157964	0.00978686	0.0689849	0.00247554	0.00247554
0.494714	0.322883	0.311992	0.579971	0.285388	0.0384447	0.0630361	0.0599035	0.228491	0.16151	0.0139446	0.0137966	0.119692	0.0941272	0.090139	0.0338146	0.0201943	0.104087	0.042981	0.00858099	0.0587817	0.210772	0.0150922	0.0678151	0.0418303	0.039242	0.021757	0.00304585	0.0114568	0.00757183	0.0748142	0.0748142
0.414854	0.680877	0.649802	0.377702	0.51583	0.129771	0.592539	0.105043	0.27927	0.316565	0.0193347	0.000158822	0.0160086	0.0700716	0.202547	0.0298113	0.319621	0.0144137	0.00335399	0.00508292	0.0234761	0.0590944	0.000449924	0.0858009	0.144479	0.0466786	0.0307785	0.00283542	0.274613	0.00367377	0.000353005	0.000353005
0.732271	0.599021	0.489441	0.424447	0.400189	0.0186586	0.317065	0.296277	0.301204	0.159351	0.0129535	0.0227778	0.0162089	0.0202663	0.057684	0.143072	0.30445	0.115432	0.0995484	0.0470219	0.000699525	0.14263	0.0268955	0.031135	0.0521789	0.0615527	0.0674595	0.000340047	0.0124632	0.086072	0.0437784	0.0437784
0.476185	0.533776	0.260834	0.44923	0.173141	0.000995343	0.274453	0.272033	0.302856	0.086633	0.0223952	0.045669	0.0674259	0.0946733	0.131943	0.141032	0.0707707	0.223072	0.0553527	0.0011167	0.035719	0.0351648	0.0133969	0.0643446	0.0726011	0.0713547	0.1156	0.0569159	1.80E-05	0.000356223	0.105818	0.105818
0.55288	0.428205	0.392931	0.18321	0.258191	0.010926	0.472373	0.297336	0.123136	0.168068	0.0282726	0.00736326	0.000770938	0.0256648	0.0580606	0.183279	0.146602	0.0687177	0.0407554	0.000837987	0.0289442	0.0255166	0.00118301	0.342832	0.198919	0.0295803	0.000189615	0.00168849	0.00128592	0.0379574	0.0482732	0.0482732
0.5076	0.550289	0.524939	0.521252	0.272812	0.0237286	0.192838	0.124941	0.344988	0.370208	0.00898653	0.0758706	0.0247731	0.0546015	0.129321	0.145051	0.100497	0.0258089	0.00579561	0.013624	0.0110687	0.0425806	0.0030642	0.169564	0.121106	0.0169692	0.0581206	6.71E-05	0.0875365	0.000316784	0.0658502	0.0658502
0.691672	0.418205	0.451177	0.356932	0.139575	0.181896	0.315092	0.313758	0.116761	0.275288	0.0103557	0.00938831	0.000126295	0.116856	0.119288	0.0519276	0.18434	0.0335306	0.0612466	0.000376072	0.0013528	0.0417444	0.00588777	0.107479	0.115869	0.0363372	0.0108465	0.0146144	0.0108517	0.0699748	0.00568027	0.00568027
0.914679	0.651681	0.464831	0.338074	0.164564	0.0442588	0.249199	0.134751	0.234294	0.315584	0.0106847	0.0454192	0.000312459	0.0894959	0.178572	0.00328287	0.0587488	0.127731	0.00333756	0.0344407	0.00155103	0.0164267	0.00604086	0.143432	0.19038	0.024703	0.114991	0.0127305	0.0821791	0.0563085	0.0440267	0.0440267
0.761023	0.522272	0.319947	0.365562	0.393408	0.21323	0.11481	0.121937	0.19918	0.0875545	0.0267139	0.00470609	0.00167869	0.0338319	0.133871	0.0366862	0.276814	0.162536	0.117096	0.250069	0.128696	0.00386791	0.00211053	0.149858	0.136849	0.043007	0.131181	0.0229958	0.0128976	0.0340444	0.040732	0.040732
0.819273	0.545999	0.266965	0.570251	0.161302	0.10029	0.362699	0.0686807	0.231004	0.0988767	0.0161518	0.00197576	0.00950314	0.0535552	0.286855	0.0142216	0.0136697	0.0778223	0.0507228	0.00056917	0.00244373	0.00413994	0.0056553	0.03937	0.104571	0.0503317	0.00792446	0.00827387	0.00516877	0.00176036	0.0253475	0.0253475
0.897048	0.633627	0.461844	0.398246	0.313198	0.0240926	0.343747	0.347274	0.143356	0.0691496	0.0144098	0.0285513	0.0781911	0.0148364	0.115607	0.0920288	0.141304	0.121076	0.0397269	0.00155336	0.000231094	0.0634723	0.000126449	0.130919	0.130368	0.0960699	0.0165949	0.000103257	0.000400143	0.0337106	0.0283417	0.0283417
0.296216	0.708072	0.455744	0.753978	0.353547	0.000971736	0.0761756	0.138257	0.205857	0.113048	0.00739397	0.0249829	0.00288281	0.0538684	0.039665	0.0843008	0.0584889	0.0536401	0.0482146	0.0085707	0.0720984	0.0987842	0.00119883	0.0274372	0.0519542	0.102792	0.020909	0.000178386	0.0247453	0.00399932	0.0474254	0.0474254
0.408416	0.573579	0.525929	0.460635	0.354236	0.0114975	0.327243	0.144244	0.118925	0.192872	0.0155472	0.00337334	0.0564175	0.0047314	0.0801462	0.0909715	0.0191881	0.223718	0.0365236	0.0147693	0.0453305	0.000410082	0.00240126	0.0608202	0.162121	0.0187348	0.0169797	0.00224681	0.00377335	0.134126	0.000102668	0.000102668
0.798421	0.592361	0.335942	0.460752	0.19463	0.0297883	0.283712	0.354095	0.0965129	0.233297	0.0254659	0.00391971	0.0173472	0.0419558	0.125318	0.055877	0.0282464	0.129129	0.0661189	0.00411808	0.0748589	0.0331082	0.0235783	0.139226	0.285399	0.111048	0.00980204	0.000746885	0.00263707	0.00894504	0.00728451	0.00728451
0.484801	0.497987	0.523695	0.607346	0.351967	0.0650129	0.334295	0.117445	0.233537	0.437653	0.0608824	0.0108188	0.0018639	0.0677522	0.0833156	0.141814	0.152266	0.294689	0.0345086	0.0103735	0.0329463	0.104012	0.00817285	0.133766	0.12653	0.0816185	0.00853374	0.0288664	0.117076	0.0396109	0.0418698	0.0418698
0.789451	0.730483	0.298335	0.327502	0.119693	0.0855131	0.414066	0.173001	0.115294	0.240275	0.0086284	0.000392827	0.0256989	0.122233	0.0189191	0.025527	0.0787874	0.0938417	0.0238597	0.0356389	0.0963336	0.211953	0.0595459	0.244068	0.0936441	0.12241	0.0102543	0.0328024	0.0417464	0.0242445	0.0439312	0.0439312
0.412836	0.471346	0.272675	0.668993	0.137075	0.021802	0.398564	0.0679698	0.402075	0.230893	0.00684595	0.0115502	0.0980213	0.085739	0.0483858	0.00558481	0.132699	0.041797	0.0286333	0.00122934	0.0488806	0.171292	0.07744	0.136341	0.20525	0.0451437	0.000402889	0.000112253	0.00978976	0.0109941	0.0635874	0.0635874
0.612961	0.584004	0.267105	0.541912	0.19792	0.11794	0.395743	0.0598636	0.0614181	0.255537	0.0309847	0.0236428	0.00983628	0.0703073	0.0782765	0.106726	0.139986	0.173198	0.124674	0.0107893	0.00911232	0.122046	0.00139025	0.0671423	0.202666	0.0769443	0.0317926	0.0251565	0.00621068	0.0416267	0.0443572	0.0443572
0.871138	0.508864	0.292009	0.341233	0.156332	0.0254994	0.290042	0.124936	0.157499	0.0585722	0.00544321	0.0450751	0.000399568	0.0342544	0.132554	0.0622287	0.0416599	0.0575865	0.0336243	0.0135424	0.111378	0.0215448	0.0350513	0.0661191	0.242775	0.0433533	0.000793812	0.00986939	0.000562201	0.104109	0.0341056	0.0341056
0.680388	0.469126	0.598702	0.73227	0.189163	0.0480821	0.162739	0.0804246	0.112315	0.127731	0.0117655	0.00481369	0.00061757	0.102066	0.0936978	0.0391413	0.15144	0.0156658	0.0330312	0.024175	0.0543812	0.157399	0.000235648	0.0395975	0.137415	0.0370464	0.10686	0.012708	0.0262575	0.00353547	0.0194853	0.0194853
0.668422	0.796372	0.481116	0.272563	0.448699	0.0425389	0.351768	0.367411	0.259264	0.166854	0.0251018	0.0257946	0.0129508	0.0470332	0.154616	0.0585084	0.0170536	0.0403312	0.0210772	3.25E-05	0.00166886	0.00785392	0.0210122	0.177795	0.0730974	0.0515682	0.0096904	0.0681969	0.0393905	0.00607431	0.00544567	0.00544567
0.685059	0.637646	0.378678	0.572125	0.0894834	0.0204763	0.355849	0.268089	0.247374	0.201985	0.0231738	0.0291394	0.00854444	0.0812367	0.0829402	0.236286	0.0638231	0.0115305	0.019251	0.00282762	0.050455	0.092203	0.000397007	0.246895	0.139628	0.0129944	0.011557	0.012392	0.0239002	0.00954742	0.00752019	0.00752019
0.563688	0.615577	0.617777	0.399344	0.410993	0.00298156	0.277013	0.134355	0.16098	0.0391298	0.00175717	0.000284707	0.0351291	0.00608279	0.128299	0.14265	0.0474386	0.07586	0.0606431	0.000177401	0.00939474	0.0233918	0.00560607	0.22268	0.150209	0.0995654	0.00265378	0.00407935	0.0215737	0.0361734	0.172025	0.172025
0.714627	0.723344	0.342004	0.408322	0.280104	0.0368708	0.331076	0.05579	0.145782	0.211567	0.0351612	0.00184007	0.0590516	0.0601122	0.0659405	0.063981	0.0577888	0.224272	0.116771	0.00011817	0.00284245	0.0283866	0.00469555	0.199088	0.0584734	0.14739	0.000282128	0.00336595	0.0512183	0.0128087	0.00924299	0.00924299
0.850161	0.499767	0.353958	0.541404	0.213346	0.0330856	0.303019	0.338403	0.145674	0.19378	0.0203912	0.006696	0.0119212	0.095691	0.184798	0.0271686	0.0624075	0.104855	0.121135	0.0151409	0.0227895	0.047558	0.0160022	0.108245	0.127302	0.0320935	0.0121152	0.00436462	0.00950981	0.00490015	0.0133543	0.0133543
0.66212	0.617458	0.634503	0.522994	0.371177	0.0301581	0.385512	0.234634	0.159202	0.233357	0.0208391	0.0107402	0.0082908	0.0352351	0.10854	0.0400689	0.0299644	0.0924448	0.0867333	0.000507374	0.0647281	0.043253	0.157739	0.139916	0.163511	0.0187003	0.00593015	0.0628199	0.0231771	0.00717655	0.0190536	0.0190536
0.624198	0.407043	0.204603	0.306727	0.125679	0.0332097	0.344452	0.13934	0.105943	0.29814	0.0418051	0.0160198	0.0190637	0.0219868	0.170386	0.14595	0.0920298	0.133083	0.0476954	0.000816688	0.0232372	0.063782	0.0941572	0.151107	0.311595	0.222192	0.00989024	0.000339299	0.0230176	0.0662574	0.00121671	0.00121671
0.293722	0.618007	0.33799	0.317016	0.479328	0.0232927	0.405751	0.431463	0.0490327	0.172536	0.0387773	0.00938994	0.143413	0.00463567	0.122945	0.0227406	0.0682453	0.329517	0.0287757	0.0367762	0.01618	0.00048856	0.00955068	0.135503	0.229513	0.0774218	0.0111672	0.00861376	0.0081851	0.00179337	0.00453862	0.00453862
0.51763	0.589113	0.34077	0.373709	0.0365285	0.0358939	0.597151	0.26813	0.0120095	0.299745	0.0619019	0.0184455	0.183966	0.111291	0.0526321	0.109267	0.0636949	0.099384	0.110383	0.0203272	0.0871028	0.0411793	0.0322843	0.120127	0.0291017	0.0270489	0.0451262	0.0144018	0.0381803	0.0341472	0.0152313	0.0152313
0.780136	0.588013	0.368445	0.3304	0.281138	0.021935	0.0882773	0.11773	0.238485	0.351242	0.00184181	0.00267502	0.203603	0.0692147	0.00491937	0.0538598	0.00393866	0.0650167	0.00978161	0.000341564	0.0759065	0.169497	0.149169	0.190522	0.153433	0.034528	0.0145654	6.72E-05	0.0317112	0.0601132	0.0117815	0.0117815
0.461703	0.695543	0.604312	0.260246	0.111114	0.0917203	0.333781	0.174368	0.301274	0.545981	0.00202813	0.00173531	0.0908117	0.0563541	0.174064	0.0647129	0.213762	0.328678	0.038812	7.46E-05	0.0143558	0.241816	0.0142217	0.253431	0.13314	0.0513496	0.0172019	0.00169129	0.0292742	0.0820352	0.00156278	0.00156278
0.687286	0.773667	0.482972	0.405244	0.271804	0.0230728	0.558905	0.197532	0.159738	0.292217	0.0261963	0.00720226	0.0137026	0.062248	0.0500133	0.22564	0.0659145	0.224966	0.0306262	0.0354962	0.0529992	0.0858548	0.00117344	0.196979	0.0886494	0.137177	0.0485202	0.0255872	0.0229544	0.0046882	0.197514	0.197514
0.8334	0.54985	0.731554	0.463246	0.270569	0.0287329	0.411057	0.227085	0.133501	0.167701	0.00130771	0.000202593	0.0795711	0.0359398	0.0767064	0.0215315	0.0457093	0.116177	0.0812053	0.000151097	0.0396676	0.0244853	0.0067925	0.13258	0.245572	0.0396568	1.99E-05	0.000518423	0.00192381	0.000107222	0.026469	0.026469
0.604826	0.539997	0.530827	0.56676	0.303894	0.0248393	0.234483	0.219915	0.498101	0.208099	0.0206008	0.00251101	0.0158586	0.0232197	0.141443	0.223252	0.0377219	0.0214851	0.0572531	0.000386882	0.00513601	0.126835	0.00722525	0.109792	0.151079	0.0480539	0.0294328	0.00615913	0.00413381	0.0144003	0.12618	0.12618
0.597983	0.597611	0.783309	0.371544	0.289455	0.00412544	0.551137	0.216126	0.339963	0.224862	0.0123447	0.000970317	0.0222784	0.118523	0.0550074	0.0198165	0.365345	0.0600819	0.0229799	0.00114565	0.0307069	0.179556	0.0111177	0.0563425	0.0285451	0.0575839	0.0171061	0.00227298	0.0753552	0.241179	0.0268222	0.0268222
0.572751	0.736648	0.374669	0.243828	0.448476	0.0190344	0.236665	0.227136	0.548789	0.164007	0.0156467	0.0201591	0.000238541	0.0822192	0.178897	0.319845	0.055577	0.095639	0.02614	0.00161284	0.185144	0.0285007	0.0475616	0.0983336	0.0929795	0.0427783	0.0952956	0.0561427	0.0823677	0.133348	0.00978591	0.00978591
0.465522	0.381341	0.57847	0.396164	0.268368	0.0185417	0.304913	0.21782	0.19533	0.143861	0.0162728	0.0132954	0.0026236	0.0369212	0.0616287	0.122958	0.0157201	0.0332433	0.0137873	0.0285589	0.0179185	0.0135738	0.0171949	0.113518	0.277083	0.0629147	0.00184516	0.0138435	0.00888398	0.0543101	0.0198846	0.0198846
0.722246	0.794204	0.240018	0.252072	0.245654	0.0249052	0.381764	0.265805	0.160022	0.437797	0.0528056	0.00153757	0.0052208	0.0123477	0.136405	0.435983	0.100448	0.0262373	0.097537	0.0177228	0.0004948	0.0696073	0.114652	0.0120459	0.163795	0.0718461	0.00441204	0.000306813	0.0726475	0.0124059	0.00285807	0.00285807
0.68021	0.573045	0.470317	0.638876	0.243073	0.023859	0.364481	0.0924902	0.157272	0.159493	0.0260711	0.0154854	0.0627056	0.0114148	0.0667134	0.035903	0.187152	0.249561	0.0275849	0.00411424	0.0533841	0.0309812	0.0044925	0.0934458	0.100982	0.105346	0.0139576	0.046393	0.0739121	0.00462927	0.0271079	0.0271079
0.65875	0.580043	0.370591	0.220385	0.237133	0.007427	0.428893	0.162098	0.227728	0.249961	0.0225895	0.000445663	0.00380409	0.0193939	0.160149	0.214453	0.0909309	0.0207054	0.0110058	0.0503769	0.000413285	0.00731077	0.0162402	0.105757	0.269819	0.170897	0.0508503	0.00254699	0.191638	0.0537512	0.0150637	0.0150637
0.811966	0.790608	0.25601	0.521915	0.141298	0.0711048	0.364969	0.321859	0.165284	0.192846	0.0101504	0.00185499	0.0112344	0.0630457	0.17712	0.118707	0.135029	0.195124	0.0227349	0.019486	0.000183653	0.22259	3.97E-05	0.0764901	0.205566	0.174439	0.000439108	0.0369501	0.00239332	0.118892	0.00162905	0.00162905
0.825778	0.524245	0.487934	0.394203	0.23775	0.00743932	0.367221	0.218045	0.276663	0.346451	0.00152328	0.0011944	0.194455	0.129604	0.186293	0.0415028	0.11207	0.0233338	0.108553	0.000329071	0.0334225	0.0528879	0.0612813	0.1807	0.0917364	0.20354	0.0173002	0.0267698	0.0153825	0.00239928	0.0117122	0.0117122
